element,ion,wavelength_air_A,ew_mA,ew_err_mA,chi2,observed_depth,rew,n_contaminants,worst_contaminant_depth,drop_reason,detail
Fe,I,4706.2992,262.86,186.51,0.0321,0.1531,-4.253,36,0.215,SATURATED_REW,REW -4.253 > -4.9
Fe,I,4707.0007,222.31,39.75,0.0192,0.1393,-4.3258,1,0.155,SATURATED_REW,REW -4.326 > -4.9
Co,I,4707.2615,264.96,71.33,0.0394,0.7788,-4.2496,2,0.77,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,I,4707.2738,264.98,71.3,0.0394,0.7788,-4.2496,0,0.014,SATURATED_REW,REW -4.250 > -4.9
Co,I,4707.3647,261.72,69.74,0.0394,0.7458,-4.2549,2,0.77,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
V,I,4707.4339,238.28,60.42,0.0387,0.5994,-4.2957,3,0.77,SATURATED_REW,REW -4.296 > -4.9
V,I,4707.4508,228.97,56.88,0.0384,0.6121,-4.313,3,0.77,SATURATED_REW,REW -4.313 > -4.9
Si,I,4707.9987,96.4,27.31,0.0413,0.5481,-4.6888,2,0.608,SATURATED_REW,REW -4.689 > -4.9
Cr,I,4708.0125,96.42,27.42,0.0414,0.5481,-4.6887,1,0.06,SATURATED_REW,REW -4.689 > -4.9
Mn,I,4709.6884,90.45,18.11,0.0348,0.6189,-4.7166,1,0.091,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Ni,I,4710.0442,275.31,70.78,0.0296,0.1918,-4.2332,21,0.735,SATURATED_REW,REW -4.233 > -4.9
Zr,I,4710.08,147.24,20.55,0.0266,0.2089,-4.505,9,0.735,SYNTH_ROUTED,Zr: synthesis is the reporting channel (synthesis (problem-children registry))
Ti,I,4710.1836,115.27,25.94,0.0309,0.4966,-4.6113,2,0.735,SATURATED_REW,REW -4.611 > -4.9
Cr,I,4710.24,118.32,26.2,0.0311,0.7105,-4.6,4,0.735,SATURATED_REW,REW -4.600 > -4.9
Fe,I,4710.2833,118.67,26.25,0.0311,0.7105,-4.5987,3,0.482,SATURATED_REW,REW -4.599 > -4.9
V,I,4710.5385,137.66,26.54,0.0277,0.1001,-4.5343,4,0.735,SATURATED_REW,REW -4.534 > -4.9
V,I,4710.5505,137.67,26.73,0.0277,0.1001,-4.5342,4,0.735,SATURATED_REW,REW -4.534 > -4.9
Fe,I,4711.4713,33.05,16.2,0.0233,0.3568,-5.154,0,0.014,UNEXPLAINED,no pipeline rule accounts for this drop
Ti,I,4711.6808,191.14,207.39,0.0216,0.1284,-4.3918,2,0.323,SATURATED_REW,REW -4.392 > -4.9
Cr,I,4711.6983,191.3,198.5,0.0205,0.1232,-4.3915,1,0.323,SATURATED_REW,REW -4.391 > -4.9
Ni,I,4712.0561,199.53,265.65,0.0158,0.3827,-4.3732,2,0.26,SATURATED_REW,REW -4.373 > -4.9
Fe,I,4712.1052,200.34,271.21,0.0169,0.3827,-4.3714,1,0.448,SATURATED_REW,REW -4.371 > -4.9
Fe,I,4712.2544,154.04,144.38,0.0147,0.2497,-4.4856,1,0.448,SATURATED_REW,REW -4.486 > -4.9
Fe,II,4713.1793,181.44,110.1,0.0244,0.1823,-4.4146,1,0.041,SATURATED_REW,REW -4.415 > -4.9
Fe,I,4713.3304,174.76,107.51,0.0247,0.1297,-4.4309,1,0.041,SATURATED_REW,REW -4.431 > -4.9
Fe,I,4714.0671,280.48,58.66,0.0148,0.3779,-4.2255,24,0.359,SATURATED_REW,REW -4.225 > -4.9
V,I,4714.1054,252.01,41.23,0.0127,0.3779,-4.272,8,0.789,SATURATED_REW,REW -4.272 > -4.9
Fe,I,4714.1914,251.29,40.0,0.0122,0.2842,-4.2732,24,0.789,SATURATED_REW,REW -4.273 > -4.9
Ni,I,4715.7617,105.73,17.93,0.0191,0.6532,-4.6494,1,0.1,SATURATED_REW,REW -4.649 > -4.9
Fe,I,4715.8366,105.51,14.65,0.019,0.6532,-4.6503,3,0.693,SATURATED_REW,REW -4.650 > -4.9
Ni,I,4715.8871,101.78,13.09,0.0185,0.3849,-4.6659,1,0.1,SATURATED_REW,REW -4.666 > -4.9
Fe,I,4717.3106,172.72,221.9,0.0153,0.1587,-4.4364,2,0.042,SATURATED_REW,REW -4.436 > -4.9
Fe,I,4717.5677,52.37,23.85,0.015,0.3445,-4.9546,20,0.048,UNEXPLAINED,no pipeline rule accounts for this drop
V,I,4717.6575,62.79,30.12,0.0156,0.3172,-4.8758,4,0.405,SATURATED_REW,REW -4.876 > -4.9
Cr,I,4717.6832,63.99,30.97,0.0156,0.2616,-4.8676,20,0.405,SATURATED_REW,REW -4.868 > -4.9
Fe,I,4718.3038,78.92,11.4,0.0096,0.2241,-4.7766,23,0.638,SATURATED_REW,REW -4.777 > -4.9
Co,I,4718.39,80.16,11.99,0.0095,0.5892,-4.7698,1,0.638,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Cr,I,4718.4197,80.15,13.41,0.0095,0.5892,-4.7699,0,0.042,SATURATED_REW,REW -4.770 > -4.9
Co,I,4718.4524,80.14,14.34,0.0094,0.5892,-4.77,1,0.638,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,I,4719.1101,108.5,173.13,0.0113,0.089,-4.6384,0,0.006,SATURATED_REW,REW -4.638 > -4.9
Fe,I,4719.2181,96.74,168.08,0.0115,0.1078,-4.6883,1,0.178,SATURATED_REW,REW -4.688 > -4.9
Ti,II,4719.5109,15.72,12.84,0.012,0.1922,-5.4774,5,0.123,EW_ERR_EXCESS,err/EW 0.82 > 0.5
Fe,I,4719.5536,17.92,13.3,0.012,0.1922,-5.4206,4,0.178,EW_ERR_EXCESS,err/EW 0.74 > 0.5
Ni,I,4719.6588,65.31,33.6,0.0108,0.1406,-4.8589,3,0.178,SATURATED_REW,REW -4.859 > -4.9
Fe,II,4720.1386,108.32,219.46,0.0119,0.1079,-4.6392,20,0.048,SATURATED_REW,REW -4.639 > -4.9
Fe,I,4720.5594,123.86,119.12,0.0102,0.1028,-4.5811,0,0.006,SATURATED_REW,REW -4.581 > -4.9
Fe,I,4720.962,68.84,8.59,0.0082,0.481,-4.8362,0,0.014,SATURATED_REW,REW -4.836 > -4.9
Cr,I,4721.1252,64.67,8.94,0.0086,0.2336,-4.8633,2,0.424,SATURATED_REW,REW -4.863 > -4.9
Co,I,4721.3387,66.48,13.29,0.0105,0.1064,-4.8514,24,0.424,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,4721.3525,66.58,15.52,0.0109,0.1064,-4.8507,23,0.21,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
V,I,4721.5045,138.52,99.4,0.0114,0.0926,-4.5326,22,0.21,SATURATED_REW,REW -4.533 > -4.9
Si,I,4721.5711,175.77,104.24,0.0113,0.0926,-4.4291,42,0.073,SATURATED_REW,REW -4.429 > -4.9
Cr,I,4722.1688,95.22,7.24,0.0056,0.6061,-4.6954,1,0.653,SATURATED_REW,REW -4.695 > -4.9
Fe,I,4722.1715,95.22,7.24,0.0056,0.6061,-4.6954,1,0.653,SATURATED_REW,REW -4.695 > -4.9
Sr,I,4722.274,95.21,7.32,0.0056,0.3826,-4.6955,2,0.653,SYNTH_ROUTED,Sr: synthesis is the reporting channel (synthesis (problem-children registry))
Ti,I,4722.6059,188.56,171.6,0.012,0.2442,-4.3987,23,0.096,SATURATED_REW,REW -4.399 > -4.9
Cr,I,4722.6505,183.77,169.26,0.0119,0.2442,-4.4099,23,0.272,SATURATED_REW,REW -4.410 > -4.9
Cr,I,4722.76,172.95,167.22,0.012,0.1029,-4.4363,24,0.272,SATURATED_REW,REW -4.436 > -4.9
V,I,4722.8637,162.31,167.15,0.012,0.0913,-4.4639,11,0.37,SATURATED_REW,REW -4.464 > -4.9
Ni,I,4722.9928,123.97,77.43,0.0117,0.1662,-4.5809,27,0.37,SATURATED_REW,REW -4.581 > -4.9
Cr,I,4723.0141,64.75,17.68,0.0107,0.202,-4.863,26,0.261,SATURATED_REW,REW -4.863 > -4.9
Cr,I,4723.0974,65.3,12.14,0.0093,0.3035,-4.8593,24,0.261,SATURATED_REW,REW -4.859 > -4.9
Ni,I,4723.1199,66.23,12.13,0.0093,0.3035,-4.8532,25,0.37,SATURATED_REW,REW -4.853 > -4.9
Ti,I,4723.1631,68.18,12.33,0.0093,0.3035,-4.8406,26,0.37,SATURATED_REW,REW -4.841 > -4.9
Cr,I,4723.1906,70.53,12.66,0.0094,0.3035,-4.8259,24,0.261,SATURATED_REW,REW -4.826 > -4.9
Fe,I,4723.3428,170.54,27.49,0.0091,0.1181,-4.4424,9,0.37,SATURATED_REW,REW -4.442 > -4.9
Cr,II,4723.3453,170.4,27.49,0.0091,0.1181,-4.4428,6,0.261,SATURATED_REW,REW -4.443 > -4.9
Ni,I,4723.3466,170.32,27.5,0.0091,0.1181,-4.443,6,0.37,SATURATED_REW,REW -4.443 > -4.9
Fe,I,4724.3169,46.85,8.44,0.0034,0.2086,-5.0036,4,0.333,UNEXPLAINED,no pipeline rule accounts for this drop
Cr,I,4724.4123,44.13,7.87,0.0033,0.318,-5.0296,2,0.087,UNEXPLAINED,no pipeline rule accounts for this drop
Ca,I,4724.5297,48.18,8.68,0.0033,0.1947,-4.9915,3,0.333,UNEXPLAINED,no pipeline rule accounts for this drop
Ti,I,4724.6617,48.27,9.6,0.0029,0.1043,-4.9907,4,0.333,UNEXPLAINED,no pipeline rule accounts for this drop
Fe,I,4725.3218,70.17,116.78,0.0049,0.0722,-4.8283,3,0.056,SATURATED_REW,REW -4.828 > -4.9
Cr,I,4725.927,121.94,277.63,0.0215,0.1489,-4.5883,3,0.218,SATURATED_REW,REW -4.588 > -4.9
Fe,I,4725.9377,123.25,252.37,0.0215,0.1489,-4.5837,3,0.056,SATURATED_REW,REW -4.584 > -4.9
Fe,I,4726.1367,30.38,18.05,0.0224,0.2412,-5.1919,0,0.024,EW_ERR_EXCESS,err/EW 0.59 > 0.5
Si,I,4726.8288,267.11,184.92,0.0218,0.0811,-4.2479,2,0.41,SATURATED_REW,REW -4.248 > -4.9
Fe,I,4727.0,264.16,88.99,0.0177,0.1498,-4.2527,2,0.41,SATURATED_REW,REW -4.253 > -4.9
Cr,I,4727.1496,209.86,23.18,0.0145,0.3431,-4.3527,18,0.689,SATURATED_REW,REW -4.353 > -4.9
Fe,I,4727.3946,224.57,32.54,0.0188,0.7157,-4.3233,26,0.642,SATURATED_REW,REW -4.323 > -4.9
Mn,I,4727.4403,224.88,32.85,0.019,0.7157,-4.3227,17,0.689,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Mn,I,4727.4509,224.76,33.03,0.0191,0.7157,-4.3229,18,0.689,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Cr,I,4727.4913,224.2,33.86,0.0196,0.714,-4.324,32,0.689,SATURATED_REW,REW -4.324 > -4.9
Co,I,4727.7063,196.2,20.83,0.0152,0.0906,-4.382,27,0.689,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,4727.7546,191.55,21.92,0.0163,0.1266,-4.3924,18,0.642,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Mn,II,4727.8064,206.84,32.5,0.0205,0.1821,-4.359,40,0.243,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Ni,I,4727.8453,269.2,64.97,0.0227,0.1838,-4.2446,39,0.243,SATURATED_REW,REW -4.245 > -4.9
Mn,II,4727.8506,274.83,69.85,0.0229,0.184,-4.2356,40,0.243,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,4727.8852,280.57,82.71,0.0237,0.1938,-4.2266,2,0.226,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,I,4728.5457,135.26,29.09,0.03,0.6661,-4.5436,15,0.071,SATURATED_REW,REW -4.544 > -4.9
Fe,I,4729.1679,272.31,297.78,0.0341,0.1891,-4.2397,31,0.165,SATURATED_REW,REW -4.240 > -4.9
Ca,I,4731.2223,298.35,123.64,0.0186,0.1746,-4.2002,4,0.643,SATURATED_REW,REW -4.200 > -4.9
Cr,I,4731.3614,276.32,112.61,0.0251,0.364,-4.2336,3,0.643,SATURATED_REW,REW -4.234 > -4.9
Fe,II,4731.4476,113.61,22.67,0.0251,0.6366,-4.6196,1,0.235,SATURATED_REW,REW -4.620 > -4.9
Fe,I,4731.4901,114.93,22.83,0.0253,0.6366,-4.6146,2,0.484,SATURATED_REW,REW -4.615 > -4.9
Ni,I,4731.7978,291.65,276.08,0.027,0.4262,-4.2102,23,0.643,SATURATED_REW,REW -4.210 > -4.9
V,I,4731.8893,289.98,280.86,0.0274,0.3645,-4.2127,23,0.484,SATURATED_REW,REW -4.213 > -4.9
Mn,I,4731.9357,285.88,282.1,0.0276,0.2095,-4.2189,24,0.484,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
V,I,4731.9507,284.32,282.69,0.0276,0.1603,-4.2212,24,0.484,SATURATED_REW,REW -4.221 > -4.9
Mn,I,4731.952,284.21,282.69,0.0276,0.1603,-4.2214,24,0.484,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,4732.0044,277.88,282.75,0.0274,0.1003,-4.2312,5,0.484,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,4732.0533,273.69,266.72,0.0256,0.0918,-4.2378,5,0.484,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,I,4732.057,273.32,266.73,0.0256,0.0918,-4.2384,24,0.484,SATURATED_REW,REW -4.238 > -4.9
Fe,I,4732.2611,253.36,165.22,0.0265,0.0968,-4.2713,25,0.492,SATURATED_REW,REW -4.271 > -4.9
Zr,I,4732.33,238.54,163.72,0.0269,0.1359,-4.2975,25,0.492,SYNTH_ROUTED,Zr: synthesis is the reporting channel (synthesis (problem-children registry))
Ni,I,4732.4566,50.07,15.99,0.0298,0.4341,-4.9755,1,0.245,UNEXPLAINED,no pipeline rule accounts for this drop
Cr,I,4732.6085,165.2,161.19,0.0276,0.121,-4.4571,4,0.492,SATURATED_REW,REW -4.457 > -4.9
Ni,I,4733.1834,209.9,135.3,0.0224,0.087,-4.3531,1,0.159,SATURATED_REW,REW -4.353 > -4.9
Ti,I,4733.4213,97.85,24.06,0.0295,0.1803,-4.6846,3,0.786,SATURATED_REW,REW -4.685 > -4.9
Fe,I,4733.5911,118.2,20.35,0.0284,0.7205,-4.6026,1,0.159,SATURATED_REW,REW -4.603 > -4.9
Fe,I,4733.7429,117.2,18.82,0.0277,0.221,-4.6063,1,0.159,SATURATED_REW,REW -4.606 > -4.9
Fe,I,4733.987,190.0,81.99,0.0159,0.1974,-4.3965,6,0.059,SATURATED_REW,REW -4.396 > -4.9
Sc,I,4734.0971,158.92,118.44,0.0163,0.3543,-4.4741,3,0.382,SYNTH_ROUTED,Sc: synthesis is the reporting channel (HFS_sum (problem-children registry))
Fe,I,4734.098,155.33,117.21,0.0163,0.3543,-4.484,6,0.059,SATURATED_REW,REW -4.484 > -4.9
Fe,I,4734.1823,199.71,154.9,0.0165,0.3339,-4.3748,6,0.059,SATURATED_REW,REW -4.375 > -4.9
C,I,4734.26,206.05,176.38,0.0169,0.1613,-4.3613,10,0.382,SYNTH_ROUTED,C: synthesis is the reporting channel (CNO — multi-arm synthesis (RYA-491/237))
Fe,I,4734.5854,177.8,41.32,0.0159,0.1603,-4.4254,8,0.088,SATURATED_REW,REW -4.425 > -4.9
Ti,I,4734.67,169.49,64.87,0.0167,0.1432,-4.4461,7,0.092,SATURATED_REW,REW -4.446 > -4.9
Co,I,4734.8091,157.36,293.81,0.0297,0.1346,-4.4784,2,0.092,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,4734.8565,146.47,327.74,0.0337,0.1346,-4.5096,2,0.092,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Ni,I,4735.8387,105.39,25.18,0.0303,0.5728,-4.6526,2,0.565,SATURATED_REW,REW -4.653 > -4.9
Fe,I,4735.8427,105.39,25.18,0.0303,0.5728,-4.6526,0,0.036,SATURATED_REW,REW -4.653 > -4.9
Ni,I,4736.497,239.36,15.93,0.0127,0.1789,-4.2964,3,0.806,SATURATED_REW,REW -4.296 > -4.9
Fe,I,4736.7726,253.95,38.51,0.0222,0.8051,-4.2707,0,0.069,SATURATED_REW,REW -4.271 > -4.9
Cr,II,4736.9998,246.54,39.78,0.0206,0.2619,-4.2836,2,0.806,SATURATED_REW,REW -4.284 > -4.9
Co,I,4737.7536,290.65,186.3,0.0291,0.2323,-4.2122,14,0.538,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Mn,II,4738.2563,166.38,183.53,0.0302,0.0888,-4.4545,23,0.063,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
V,I,4738.3098,111.95,291.27,0.0321,0.09,-4.6266,15,0.014,SATURATED_REW,REW -4.627 > -4.9
Mn,I,4739.0703,61.92,14.36,0.0291,0.5439,-4.8839,2,0.152,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Zr,I,4739.48,147.62,96.38,0.0161,0.1204,-4.5066,2,0.056,SYNTH_ROUTED,Zr: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,I,4739.6323,202.87,242.05,0.0217,0.0692,-4.3685,2,0.141,SATURATED_REW,REW -4.369 > -4.9
Ni,I,4740.141,224.88,34.02,0.0179,0.225,-4.3238,18,0.487,SATURATED_REW,REW -4.324 > -4.9
Ni,I,4740.156,225.03,33.81,0.0179,0.225,-4.3236,18,0.487,SATURATED_REW,REW -4.324 > -4.9
Al,I,4740.265,227.15,34.47,0.0179,0.3345,-4.3195,19,0.487,SATURATED_REW,REW -4.319 > -4.9
Fe,I,4740.3398,228.64,39.29,0.0181,0.4073,-4.3167,17,0.196,SATURATED_REW,REW -4.317 > -4.9
Al,I,4740.412,224.99,38.85,0.018,0.398,-4.3237,19,0.487,SATURATED_REW,REW -4.324 > -4.9
Fe,I,4740.4657,226.72,39.61,0.018,0.3429,-4.3203,17,0.196,SATURATED_REW,REW -4.320 > -4.9
Sc,I,4741.0004,273.61,196.96,0.0182,0.3634,-4.2387,2,0.395,SYNTH_ROUTED,Sc: synthesis is the reporting channel (HFS_sum (problem-children registry))
Fe,I,4741.0693,272.0,195.23,0.0177,0.3892,-4.2413,20,0.126,SATURATED_REW,REW -4.241 > -4.9
Cr,I,4741.1006,270.42,176.51,0.0163,0.3892,-4.2438,20,0.395,SATURATED_REW,REW -4.244 > -4.9
Sr,I,4741.918,251.55,145.16,0.0152,0.0677,-4.2753,18,0.094,SYNTH_ROUTED,Sr: synthesis is the reporting channel (synthesis (problem-children registry))
Ti,I,4742.1061,132.57,129.03,0.0148,0.1065,-4.5535,2,0.017,SATURATED_REW,REW -4.554 > -4.9
Cr,II,4742.1668,175.17,149.19,0.0157,0.1065,-4.4325,14,0.094,SATURATED_REW,REW -4.433 > -4.9
Co,I,4742.1732,183.92,152.99,0.0158,0.1065,-4.4113,3,0.094,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,4742.261,195.68,163.22,0.0165,0.1699,-4.3844,3,0.158,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Ti,I,4742.3016,191.09,162.35,0.0165,0.1699,-4.3948,1,0.158,SATURATED_REW,REW -4.395 > -4.9
Co,I,4742.4803,170.61,200.4,0.0186,0.1219,-4.444,3,0.496,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,I,4742.5511,119.25,113.5,0.0184,0.1325,-4.5996,1,0.496,SATURATED_REW,REW -4.600 > -4.9
Co,I,4742.5588,118.52,114.54,0.0184,0.1325,-4.6022,2,0.496,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
V,I,4742.6112,111.62,118.57,0.0183,0.1325,-4.6283,3,0.496,SATURATED_REW,REW -4.628 > -4.9
Fe,I,4742.9315,41.27,15.29,0.0173,0.1551,-5.0604,21,0.496,UNEXPLAINED,no pipeline rule accounts for this drop
Cr,I,4743.1106,46.02,19.87,0.0138,0.1158,-5.0131,21,0.496,UNEXPLAINED,no pipeline rule accounts for this drop
V,I,4743.7195,153.74,55.61,0.007,0.0953,-4.4893,21,0.168,SATURATED_REW,REW -4.489 > -4.9
Sc,I,4743.7836,162.47,117.93,0.0084,0.1271,-4.4654,1,0.013,SYNTH_ROUTED,Sc: synthesis is the reporting channel (HFS_sum (problem-children registry))
Sc,I,4743.8509,173.29,226.46,0.0138,0.1271,-4.4374,1,0.013,SYNTH_ROUTED,Sc: synthesis is the reporting channel (HFS_sum (problem-children registry))
Fe,I,4744.3838,87.85,21.21,0.0141,0.5051,-4.7324,0,0.003,SATURATED_REW,REW -4.732 > -4.9
Fe,I,4744.636,82.02,12.95,0.0113,0.1262,-4.7623,3,0.043,SATURATED_REW,REW -4.762 > -4.9
Ca,I,4744.7754,194.23,101.08,0.0126,0.1384,-4.3879,5,0.294,SATURATED_REW,REW -4.388 > -4.9
Ni,I,4744.8435,196.93,50.37,0.0114,0.1417,-4.3819,5,0.294,SATURATED_REW,REW -4.382 > -4.9
Ni,I,4744.8577,198.16,45.07,0.0113,0.1417,-4.3792,5,0.294,SATURATED_REW,REW -4.379 > -4.9
Fe,I,4744.8691,199.14,44.42,0.0113,0.1444,-4.3771,4,0.043,SATURATED_REW,REW -4.377 > -4.9
Fe,I,4745.0682,208.69,32.77,0.0111,0.189,-4.3567,4,0.217,SATURATED_REW,REW -4.357 > -4.9
Cr,I,4745.1869,210.67,25.55,0.0111,0.1982,-4.3527,4,0.294,SATURATED_REW,REW -4.353 > -4.9
Fe,I,4745.7417,90.73,9.41,0.0099,0.6238,-4.7186,11,0.08,SATURATED_REW,REW -4.719 > -4.9
Fe,I,4745.7996,90.72,9.36,0.0099,0.6476,-4.7186,22,0.08,SATURATED_REW,REW -4.719 > -4.9
Co,I,4746.0779,82.94,14.17,0.0069,0.0894,-4.7576,19,0.676,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Cr,I,4747.0494,116.67,70.51,0.0172,0.0804,-4.6095,17,0.048,SATURATED_REW,REW -4.609 > -4.9
Cr,I,4747.2094,132.42,58.68,0.0163,0.0849,-4.5545,15,0.048,SATURATED_REW,REW -4.554 > -4.9
Ti,I,4747.257,138.09,75.86,0.0162,0.0849,-4.5363,14,0.027,SATURATED_REW,REW -4.536 > -4.9
Ti,I,4747.6737,107.53,86.36,0.0139,0.1129,-4.645,6,0.32,SATURATED_REW,REW -4.645 > -4.9
Na,I,4747.94,104.76,9.3,0.002,0.1986,-4.6563,3,0.32,SATURATED_REW,REW -4.656 > -4.9
Si,I,4747.9933,109.48,11.02,0.0078,0.2296,-4.6372,6,0.096,SATURATED_REW,REW -4.637 > -4.9
Fe,I,4748.0118,109.42,11.0,0.0078,0.2813,-4.6374,6,0.32,SATURATED_REW,REW -4.637 > -4.9
Fe,I,4749.0104,140.61,26.91,0.0108,0.0742,-4.5286,22,0.086,SATURATED_REW,REW -4.529 > -4.9
Cr,I,4749.2511,149.0,98.76,0.012,0.0994,-4.5034,5,0.13,SATURATED_REW,REW -4.503 > -4.9
Co,I,4749.4626,116.63,43.92,0.0116,0.0926,-4.6098,6,0.13,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Ni,I,4749.5628,88.14,36.34,0.0113,0.226,-4.7315,24,0.446,SATURATED_REW,REW -4.731 > -4.9
Fe,I,4749.5929,77.32,35.75,0.0111,0.2667,-4.7884,22,0.446,SATURATED_REW,REW -4.788 > -4.9
Cr,I,4749.5974,77.34,35.76,0.0111,0.2667,-4.7883,22,0.446,SATURATED_REW,REW -4.788 > -4.9
Co,I,4749.627,72.16,43.93,0.011,0.2754,-4.8184,3,0.37,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,4749.661,71.57,62.68,0.0109,0.2754,-4.8219,3,0.37,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,4749.7542,70.09,70.13,0.0108,0.2581,-4.831,3,0.37,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,4749.8573,35.05,14.28,0.0104,0.2177,-5.132,5,0.37,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,I,4749.9477,41.38,15.45,0.0108,0.3669,-5.0599,21,0.446,UNEXPLAINED,no pipeline rule accounts for this drop
Cr,I,4749.9621,42.51,15.81,0.0109,0.3669,-5.0482,22,0.446,UNEXPLAINED,no pipeline rule accounts for this drop
V,I,4750.9766,117.08,75.56,0.012,0.137,-4.6083,4,0.079,SATURATED_REW,REW -4.608 > -4.9
Cr,I,4751.0493,32.8,7.14,0.0122,0.3174,-5.1609,2,0.079,UNEXPLAINED,no pipeline rule accounts for this drop
Fe,I,4751.0838,32.71,7.16,0.0123,0.3174,-5.1621,3,0.06,UNEXPLAINED,no pipeline rule accounts for this drop
Cr,I,4751.131,31.38,7.27,0.0122,0.3174,-5.1801,2,0.079,UNEXPLAINED,no pipeline rule accounts for this drop
Fe,I,4751.3641,162.92,92.83,0.0109,0.096,-4.4648,18,0.06,SATURATED_REW,REW -4.465 > -4.9
V,I,4751.5383,154.83,118.41,0.0101,0.111,-4.487,7,0.138,SATURATED_REW,REW -4.487 > -4.9
V,I,4751.5528,156.5,118.29,0.0101,0.111,-4.4823,7,0.138,SATURATED_REW,REW -4.482 > -4.9
Na,I,4751.8213,204.85,75.14,0.0078,0.1907,-4.3654,18,0.367,SATURATED_REW,REW -4.365 > -4.9
Cr,I,4752.0875,212.04,189.16,0.0214,0.4456,-4.3505,10,0.541,SATURATED_REW,REW -4.350 > -4.9
Ni,I,4752.1146,212.61,196.53,0.023,0.4456,-4.3493,7,0.367,SATURATED_REW,REW -4.349 > -4.9
Ni,I,4752.411,98.81,17.89,0.0194,0.5414,-4.6821,1,0.367,SATURATED_REW,REW -4.682 > -4.9
Fe,I,4752.7941,191.68,92.64,0.0278,0.0911,-4.3944,9,0.033,SATURATED_REW,REW -4.394 > -4.9
Cr,I,4752.8983,199.47,163.27,0.029,0.1038,-4.3771,16,0.047,SATURATED_REW,REW -4.377 > -4.9
Sc,I,4753.148,191.18,155.68,0.0292,0.0917,-4.3955,1,0.028,SYNTH_ROUTED,Sc: synthesis is the reporting channel (HFS_sum (problem-children registry))
Sc,I,4753.1547,190.73,155.69,0.0292,0.0917,-4.3966,1,0.028,SYNTH_ROUTED,Sc: synthesis is the reporting channel (HFS_sum (problem-children registry))
Mn,I,4753.8969,172.72,17.55,0.0179,0.2982,-4.4397,4,0.106,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
V,I,4753.9308,172.71,17.48,0.0179,0.5708,-4.4397,18,0.795,SATURATED_REW,REW -4.440 > -4.9
Cr,I,4754.0103,173.5,17.55,0.018,0.8289,-4.4378,19,0.795,SATURATED_REW,REW -4.438 > -4.9
Mn,I,4754.0171,173.51,17.55,0.018,0.8289,-4.4377,5,0.15,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,I,4754.0359,173.81,17.59,0.018,0.8289,-4.437,25,0.795,SATURATED_REW,REW -4.437 > -4.9
