element,ion,wavelength_air_A,excitation_potential_eV,log_gf,loggf_source,nist_grade,damping_rad,damping_stark,damping_vdW,central_depth,blend_flag,priority,notes
Si,I,4551.8119,5.0823,-3.263,VALD3,,8.61,-3.07,-6.98,0.031,True,2,
V,I,4551.8401,1.7996,-0.92,VALD3,,7.62,-6.15,-7.78,0.149,True,3,
Fe,I,4552.1463,4.3714,-1.35,VALD3,,8.15,-4.73,-7.32,0.562,False,1,
Ti,II,4552.2926,1.1156,-2.87,VALD3,,8.38,-6.5,-7.84,0.452,False,3,
Ti,I,4552.4137,1.5025,-2.286,VALD3,,8.36,-5.53,-7.63,0.143,True,3,
Co,I,4552.4398,3.8116,-0.642,VALD3,,8.11,-4.59,-7.51,0.145,True,3,
Ti,I,4552.4533,0.836,-0.25,VALD3,,8.13,-5.36,-7.597,0.898,True,3,
Cr,I,4552.8681,4.4677,-0.983,VALD3,,7.75,-5.18,-7.52,0.048,False,3,
Co,I,4553.3287,3.1701,-1.79,VALD3,,7.91,-5.47,-7.234,0.059,True,3,
Fe,I,4553.3343,4.607,-3.382,VALD3,,8.26,-3.86,-7.14,0.016,True,1,
Fe,I,4553.3449,5.0117,-2.226,VALD3,,8.85,-3.94,-7.29,0.074,True,1,
Ti,I,4553.3897,3.0618,-0.679,VALD3,,8.17,-4.92,-7.52,0.112,True,3,
V,I,4553.4677,2.7231,-0.897,VALD3,,8.02,-5.33,-7.54,0.018,True,3,
Fe,I,4553.483,3.0713,-4.286,VALD3,,7.88,-6.09,-7.78,0.082,True,1,
Cr,I,4553.9466,4.0964,-0.783,VALD3,,8.08,-6.0,-7.76,0.16,True,3,
Ti,I,4554.0248,2.4804,-2.281,VALD3,,8.16,-4.65,-7.55,0.014,True,3,
Fe,I,4554.451,2.8654,-3.05,VALD3,,7.99,-5.38,-7.217,0.586,False,1,
Cr,I,4554.6805,3.0869,-2.168,VALD3,,7.1,-5.85,-7.79,0.094,False,3,
Cr,I,4554.8199,3.1128,-1.25,VALD3,,7.85,-5.88,-7.577,0.395,True,3,
Cr,I,4554.8874,3.1216,-2.895,VALD3,,7.89,-6.12,-7.79,0.018,True,3,
Cr,II,4554.989,4.0712,-1.27,VALD3,,8.37,-6.54,-7.764,0.349,True,3,
Ti,I,4555.0681,2.408,-0.637,VALD3,,7.85,-5.78,-7.54,0.389,True,3,
Cr,I,4555.082,3.1044,-0.206,VALD3,,7.57,-5.68,-7.76,0.697,True,3,
Cr,I,4555.2877,3.4348,-1.2,VALD3,,7.81,-6.19,-7.512,0.266,True,3,
V,I,4555.362,1.8926,-1.382,VALD3,,7.17,-5.79,-7.78,0.047,True,3,
Ti,I,4555.4829,0.8484,-0.4,VALD3,,8.13,-5.28,-7.596,0.885,False,3,
V,I,4555.5883,2.7427,-0.924,VALD3,,7.91,-4.87,-7.53,0.016,True,3,
Ni,I,4555.6398,4.2357,-2.659,VALD3,,8.19,-4.19,-7.27,0.016,True,2,
Fe,I,4555.7479,3.274,-3.178,VALD3,,8.09,-5.91,-7.77,0.364,False,1,
Fe,II,4555.8868,2.8281,-2.16,VALD3,,8.47,-6.53,-7.883,0.693,True,1,
Fe,I,4555.968,4.5585,-2.552,VALD3,,8.49,-3.81,-7.37,0.103,True,1,
Fe,I,4556.0864,2.9488,-2.69,VALD3,,7.79,-6.07,-7.81,0.65,True,1,
Fe,I,4556.1034,3.9433,-3.554,VALD3,,7.98,-4.38,-7.51,0.052,True,1,
Fe,I,4556.1258,3.6025,-0.787,VALD3,,8.35,-5.08,-7.54,0.821,True,1,
Cr,I,4556.1674,3.1128,-0.78,VALD3,,8.02,-5.81,-7.577,0.568,True,3,
Fe,I,4556.9241,3.2515,-2.71,VALD3,,8.37,-5.75,-7.7,0.55,True,1,
Cr,I,4556.9337,3.1952,-2.081,VALD3,,7.44,-3.31,-7.28,0.088,True,3,
Cr,I,4557.0307,3.0922,-1.048,VALD3,,7.9,-5.85,-7.75,0.487,True,3,
Fe,I,4557.1844,4.0758,-4.084,VALD3,,7.82,-6.03,-7.78,0.012,True,1,
Sc,I,4557.2247,2.6077,0.25,VALD3,,7.9,-4.51,-7.46,0.055,True,3,
Fe,I,4557.559,4.9913,-2.447,VALD3,,9.09,-3.84,-7.16,0.049,False,1,
Fe,I,4557.7489,4.4456,-2.406,VALD3,,8.17,-4.7,-7.32,0.171,True,1,
Fe,I,4557.8129,2.7586,-5.155,VALD3,,8.0,-5.96,-7.79,0.027,True,1,
Co,I,4557.8512,3.629,-0.965,VALD3,,8.05,-4.71,-7.51,0.115,True,3,
Ti,I,4557.8524,2.472,-0.673,VALD3,,8.0,-5.32,-7.55,0.34,True,3,
Fe,I,4558.1053,3.6416,-2.098,VALD3,,7.68,-6.11,-7.8,0.592,True,1,
Fe,I,4558.1074,3.9841,-2.686,VALD3,,7.96,-4.66,-7.51,0.245,True,1,
Ti,I,4558.1127,2.3447,-1.03,VALD3,,8.14,-5.9,-7.71,0.25,True,3,
Ti,I,4558.1336,2.3447,-0.728,VALD3,,8.11,-5.78,-7.68,0.38,True,3,
Fe,I,4558.2176,4.2833,-1.991,VALD3,,8.22,-4.18,-7.33,0.384,True,1,
Cr,I,4558.2431,4.099,-1.463,VALD3,,8.08,-6.0,-7.76,0.04,True,3,
Ti,I,4558.5106,3.3051,-1.44,VALD3,,8.27,-4.32,-7.26,0.012,True,3,
Fe,I,4558.5759,4.5844,-2.739,VALD3,,7.68,-4.26,-7.33,0.068,True,1,
Cr,II,4558.6442,4.0734,-0.43,VALD3,,8.37,-6.54,-7.764,0.598,True,3,
Cr,I,4558.7786,4.3888,-1.097,VALD3,,8.32,-5.06,-7.55,0.045,True,3,
Cr,II,4558.783,4.0735,-2.53,VALD3,,8.37,-6.54,-7.767,0.047,True,3,
Fe,I,4559.0782,4.3865,-3.406,VALD3,,8.18,-4.24,-7.29,0.026,True,1,
Co,I,4559.1337,2.7177,-3.068,VALD3,,8.4,-5.84,-7.76,0.01,True,3,
Y,I,4559.3616,1.8872,-0.159,VALD3,,8.11,-5.6,-7.64,0.02,True,3,
Ti,I,4559.3697,2.4953,-1.655,VALD3,,8.13,-4.68,-7.55,0.054,True,3,
Ti,I,4559.9183,1.4601,-1.19,VALD3,,7.51,-6.1,-7.77,0.607,True,3,
Ni,I,4559.9278,3.5388,-1.694,VALD3,,7.87,-5.42,-7.56,0.375,True,2,
Cr,I,4560.0015,4.186,-1.306,VALD3,,8.25,-6.07,-7.75,0.046,True,3,
Fe,I,4560.0293,2.7275,-4.72,VALD3,,8.19,-5.79,-7.76,0.073,True,1,
Fe,I,4560.0881,3.6025,-1.92,VALD3,,8.15,-4.89,-7.245,0.642,True,1,
Cr,I,4560.2507,3.4216,-2.137,VALD3,,7.73,-6.19,-7.78,0.046,True,3,
Fe,I,4560.2613,2.8316,-3.312,VALD3,,8.17,-5.75,-7.78,0.514,True,1,
V,I,4560.7118,1.9496,0.24,VALD3,,7.92,-6.07,-7.76,0.552,False,3,
Fe,I,4560.8657,4.607,-2.537,VALD3,,8.47,-4.56,-7.5,0.096,False,1,
Mn,I,4561.1726,3.0733,-3.213,VALD3,,8.34,-5.16,-7.67,0.021,True,3,
Fe,I,4561.198,4.3201,-1.31,VALD3,,8.17,-3.77,-7.33,0.586,True,1,
Cr,I,4561.2132,2.5443,-3.106,VALD3,,8.34,-5.93,-7.72,0.046,True,3,
Fe,I,4561.4132,4.4153,-1.252,VALD3,,8.16,-4.6,-7.32,0.572,True,1,
Fe,I,4561.43,2.7586,-3.08,VALD3,,7.54,-6.11,-7.79,0.611,True,1,
Cr,I,4561.4334,3.4348,-1.997,VALD3,,7.75,-6.15,-7.79,0.06,True,3,
Cr,I,4561.4998,4.0964,-0.845,VALD3,,7.98,-6.15,-7.75,0.142,True,3,
Cr,I,4561.5647,4.6129,-1.235,VALD3,,8.34,-5.75,-7.71,0.02,True,3,
V,I,4561.5687,1.8926,-1.893,VALD3,,7.58,-5.81,-7.78,0.015,True,3,
Fe,I,4561.7318,4.5585,-2.169,VALD3,,8.51,-4.38,-7.4,0.205,False,1,
Co,I,4561.9473,2.6304,-2.253,VALD3,,7.87,-6.13,-7.81,0.077,False,3,
Cr,I,4562.061,3.4348,-2.733,VALD3,,7.92,-6.11,-7.79,0.012,False,3,
Ni,I,4562.2247,3.399,-3.26,VALD3,,7.96,-4.54,-7.5,0.031,True,2,
Ni,I,4562.2402,3.399,-2.846,VALD3,,7.96,-4.54,-7.5,0.074,True,2,
V,I,4562.3222,1.8038,-2.104,VALD3,,7.89,-6.1,-7.77,0.012,True,3,
Fe,I,4562.4503,4.7331,-1.992,VALD3,,8.36,-3.79,-7.18,0.201,False,1,
Ti,I,4562.6271,0.0211,-2.44,VALD3,,6.0,-6.11,-7.699,0.754,False,3,
Co,I,4563.0176,3.9709,-1.185,VALD3,,8.27,-5.02,-7.52,0.034,False,3,
Cr,I,4563.2442,3.8504,-0.54,VALD3,,7.69,-6.17,-7.8,0.345,True,3,
Mn,I,4563.2946,3.0751,-3.423,VALD3,,8.33,-5.15,-7.67,0.013,True,3,
Co,I,4563.3775,0.5815,-5.285,VALD3,,4.4,-6.26,-7.83,0.015,True,3,
Cr,I,4563.4087,2.9872,-1.92,VALD3,,7.95,-6.01,-7.597,0.184,True,3,
Ti,I,4563.4233,2.4269,-0.448,VALD3,,7.81,-5.83,-7.54,0.462,True,3,
Cr,I,4563.6481,3.0922,-1.3,VALD3,,7.1,-5.85,-7.689,0.384,True,3,
Mn,I,4563.6741,3.0751,-3.154,VALD3,,8.34,-5.16,-7.67,0.024,True,3,
Ti,II,4563.7523,1.2214,-1.774,VALD3,,8.16,-6.55,-7.85,0.741,True,3,
Ti,II,4563.7554,1.2214,-1.819,VALD3,,8.16,-6.55,-7.85,0.732,True,3,
Ti,II,4563.7583,1.2214,-0.822,VALD3,,8.16,-6.55,-7.85,0.876,True,3,
Ti,II,4563.7612,1.2214,-1.957,VALD3,,8.16,-6.55,-7.85,0.703,True,3,
Ti,II,4563.7639,1.2214,-1.975,VALD3,,8.16,-6.55,-7.85,0.699,True,3,
Co,I,4563.8777,3.6321,-1.913,VALD3,,8.11,-4.22,-7.51,0.015,True,3,
Fe,I,4563.8823,4.5485,-1.854,VALD3,,8.2,-3.51,-7.28,0.323,True,1,
Mn,I,4563.9498,3.0751,-3.337,VALD3,,8.34,-5.16,-7.67,0.015,True,3,
Co,I,4563.9812,3.629,-1.881,VALD3,,8.04,-4.69,-7.51,0.016,True,3,
Cr,I,4564.1554,4.7781,0.32,VALD3,,8.14,-5.94,-7.645,0.28,True,3,
Co,I,4564.1702,2.8774,-2.052,VALD3,,6.44,-6.26,-7.81,0.067,True,3,
Ti,I,4564.2145,1.4601,-2.13,VALD3,,7.54,-6.1,-7.77,0.209,True,3,
V,I,4564.2865,1.9307,-0.568,VALD3,,8.18,-5.92,-7.72,0.215,True,3,
Fe,I,4564.3432,4.3714,-1.68,VALD3,,8.17,-3.69,-7.3,0.461,True,1,
V,II,4564.5771,2.2682,-1.22,VALD3,,8.26,-6.54,-7.85,0.22,False,3,
Fe,I,4564.6969,3.6537,-4.317,VALD3,,8.19,-5.0,-7.55,0.019,False,1,
Fe,I,4564.8217,3.0713,-3.056,VALD3,,7.74,-6.13,-7.79,0.505,True,1,
Co,I,4564.8476,3.629,-1.11,VALD3,,8.04,-4.61,-7.51,0.086,True,3,
Ti,I,4565.0143,3.3194,-1.277,VALD3,,8.28,-4.36,-7.26,0.017,False,3,
Fe,I,4565.1304,4.4153,-2.394,VALD3,,8.16,-4.64,-7.32,0.184,True,1,
Ca,I,4565.1988,4.6244,-2.002,VALD3,,7.63,-3.75,-7.07,0.011,True,2,
Fe,I,4565.2363,4.3714,-2.636,VALD3,,8.15,-4.65,-7.32,0.13,True,1,
Fe,I,4565.3102,3.274,-2.51,VALD3,,8.4,-5.75,-7.643,0.597,True,1,
Fe,I,4565.356,3.2515,-3.221,VALD3,,8.07,-6.28,-7.77,0.355,True,1,
Fe,I,4565.4106,4.4456,-1.364,VALD3,,8.16,-5.2,-7.32,0.533,True,1,
Cr,I,4565.5041,0.9829,-2.02,VALD3,,7.26,-6.19,-7.749,0.846,True,3,
V,I,4565.5497,1.8599,-2.027,VALD3,,7.46,-6.12,-7.8,0.012,True,3,
Co,I,4565.5789,3.016,-0.165,VALD3,,8.1,-5.43,-7.58,0.618,True,3,
Fe,I,4565.6615,3.241,-2.25,VALD3,,7.89,-5.31,-7.168,0.665,True,1,
Ti,I,4565.6796,2.4875,-2.245,VALD3,,8.09,-5.78,-7.71,0.015,True,3,
Cr,II,4565.7348,4.0423,-1.85,VALD3,,8.37,-6.56,-7.769,0.175,True,3,
Fe,I,4566.022,4.4733,-3.645,VALD3,,8.33,-5.33,-7.33,0.012,True,1,
Mn,I,4566.0381,4.6601,-0.572,VALD3,,7.97,-6.06,-7.77,0.14,True,3,
Ti,I,4566.0744,1.7489,-2.244,VALD3,,8.0,-5.88,-7.73,0.09,True,3,
Fe,I,4566.2545,3.9597,-2.627,VALD3,,7.99,-4.37,-7.52,0.277,False,1,
Fe,I,4566.5145,3.3009,-2.376,VALD3,,8.39,-5.77,-7.639,0.622,True,1,
Cr,I,4566.5906,3.0106,-2.079,VALD3,,7.53,-5.67,-7.78,0.131,True,3,
Co,I,4566.6116,3.8116,-0.63,VALD3,,8.12,-4.66,-7.51,0.148,True,3,
Fe,I,4566.6757,2.5592,-4.345,VALD3,,7.27,-6.14,-7.82,0.215,True,1,
Fe,I,4566.8649,4.3125,-0.956,VALD3,,8.11,-4.51,-7.32,0.659,False,1,
Fe,I,4566.9885,3.4149,-2.08,VALD3,,7.92,-6.26,-7.662,0.656,False,1,
Ni,I,4567.4097,3.5432,-2.41,VALD3,,7.88,-5.42,-7.24,0.129,False,2,
Si,I,4567.5188,4.9296,-3.601,VALD3,,8.54,-2.98,-7.12,0.021,False,2,
Ti,II,4568.322,1.2241,-3.03,VALD3,,8.16,-6.41,-7.85,0.327,False,3,
Fe,I,4568.6021,3.9286,-2.42,VALD3,,8.0,-4.57,-7.202,0.372,False,1,
Fe,I,4568.7633,3.2657,-2.381,VALD3,,7.89,-5.17,-7.55,0.631,True,1,
Fe,I,4568.8395,3.6352,-2.368,VALD3,,7.54,-6.14,-7.81,0.516,True,1,
Fe,I,4569.0532,3.2671,-4.543,VALD3,,7.05,-6.18,-7.82,0.03,True,1,
Fe,I,4569.0857,2.845,-4.1,VALD3,,8.21,-5.72,-7.77,0.189,True,1,
Fe,I,4569.3539,4.2562,-2.947,VALD3,,8.22,-4.35,-7.34,0.09,False,1,
Fe,I,4569.48,4.607,-2.603,VALD3,,8.92,-5.64,-7.77,0.083,True,1,
Cr,I,4569.5212,4.6177,-0.591,VALD3,,8.34,-5.75,-7.71,0.077,True,3,
Cr,I,4569.5235,3.1216,-0.739,VALD3,,7.79,-5.96,-7.77,0.575,True,3,
Cr,I,4569.6143,3.1216,-0.64,VALD3,,7.85,-5.88,-7.577,0.6,True,3,
Ni,I,4569.6465,3.7398,-2.893,VALD3,,7.95,-5.58,-7.56,0.031,True,2,
Co,I,4570.0242,3.6321,-0.404,VALD3,,8.14,-4.61,-7.51,0.29,False,3,
Cr,I,4570.2425,3.0128,-2.795,VALD3,,7.53,-5.67,-7.78,0.029,False,3,
Cr,I,4570.3474,3.3212,-1.076,VALD3,,8.1,-4.78,-7.34,0.368,True,3,
V,I,4570.4198,1.9553,-0.61,VALD3,,7.92,-6.07,-7.76,0.191,True,3,
Cr,I,4570.515,2.9872,-0.829,VALD3,,7.9,-5.39,-7.76,0.593,True,3,
Ti,I,4570.9012,2.3957,-0.715,VALD3,,7.84,-5.07,-7.54,0.359,True,3,
Cr,I,4570.9706,3.1216,-2.03,VALD3,,8.02,-5.81,-7.577,0.113,True,3,
Cr,I,4571.0912,3.0133,-1.68,VALD3,,7.53,-5.67,-7.645,0.261,True,3,
Mg,I,4571.0956,0.0,-5.623,VALD3,,2.34,0.0,-7.77,0.926,True,2,
Fe,I,4571.2922,4.652,-1.706,VALD3,,8.22,-4.59,-7.26,0.335,True,1,
Cr,I,4571.3046,3.4216,-2.005,VALD3,,7.96,-6.18,-7.78,0.061,True,3,
Fe,I,4571.3493,3.6946,-3.357,VALD3,,7.85,-6.12,-7.8,0.133,True,1,
Cr,I,4571.3654,3.4348,-1.767,VALD3,,7.78,-6.19,-7.79,0.097,True,3,
Fe,I,4571.4373,2.8755,-3.27,VALD3,,7.99,-5.38,-7.217,0.509,True,1,
Fe,I,4571.6261,4.3714,-3.338,VALD3,,8.19,-4.3,-7.29,0.031,True,1,
Cr,I,4571.6717,2.5441,-0.77,VALD3,,6.9,-6.16,-7.778,0.721,True,3,
V,I,4571.6963,1.8038,-1.396,VALD3,,7.42,-6.15,-7.77,0.056,True,3,
Sc,I,4571.6984,1.8506,-1.307,VALD3,,7.95,-5.95,-7.72,0.011,True,3,
V,I,4571.7838,1.9452,0.1,VALD3,,7.89,-6.08,-7.77,0.499,True,3,
Cr,I,4571.8243,3.8495,-0.467,VALD3,,7.6,-6.17,-7.81,0.374,True,3,
Cr,I,4571.9159,3.1044,-1.742,VALD3,,7.39,-5.76,-7.77,0.2,True,3,
Ti,II,4571.9592,1.5718,-1.394,VALD3,,8.31,-6.49,-7.82,0.726,True,3,
Ti,II,4571.9658,1.5718,-1.439,VALD3,,8.31,-6.49,-7.82,0.717,True,3,
Ti,II,4571.9717,1.5718,-0.442,VALD3,,8.31,-6.49,-7.82,0.864,True,3,
Ti,II,4571.9778,1.5718,-1.577,VALD3,,8.31,-6.49,-7.82,0.688,True,3,
Ti,II,4571.9834,1.5718,-1.595,VALD3,,8.31,-6.49,-7.82,0.684,True,3,
Ni,I,4572.0516,4.2661,-1.989,VALD3,,8.35,-3.56,-7.27,0.063,True,2,
Ti,I,4572.0654,2.4804,-1.361,VALD3,,8.0,-5.32,-7.55,0.103,True,3,
Cr,I,4572.0875,3.8496,-2.055,VALD3,,7.6,-6.17,-7.81,0.02,True,3,
V,I,4572.1417,2.708,-0.796,VALD3,,8.3,-4.78,-7.55,0.023,True,3,
Cr,I,4572.1879,3.3223,-0.771,VALD3,,8.1,-4.78,-7.34,0.49,True,3,
Ti,I,4572.7682,2.4953,-1.56,VALD3,,8.02,-4.22,-7.55,0.066,True,3,
Fe,I,4572.8594,3.6537,-2.81,VALD3,,8.36,-5.12,-7.227,0.338,True,1,
Ti,I,4572.9193,2.4804,-1.471,VALD3,,8.08,-4.87,-7.55,0.083,True,3,
Ti,I,4573.096,3.3365,-1.099,VALD3,,8.3,-4.41,-7.26,0.024,False,3,
Co,I,4573.2464,4.0486,-1.318,VALD3,,8.4,-5.11,-7.53,0.021,False,3,
Ni,I,4573.9705,3.399,-3.488,VALD3,,7.98,-4.37,-7.51,0.018,True,2,
Sc,I,4573.9826,2.6143,0.366,VALD3,,7.89,-4.37,-7.46,0.069,True,3,
Ni,I,4573.9862,3.399,-3.074,VALD3,,7.98,-4.37,-7.51,0.046,True,2,
Fe,I,4574.2153,3.2112,-2.5,VALD3,,7.89,-5.37,-7.184,0.618,False,1,
Cr,I,4574.4491,3.079,-2.614,VALD3,,7.39,-6.16,-7.8,0.037,False,3,
Fe,I,4574.7172,2.2786,-2.97,VALD3,,8.65,-5.89,-7.51,0.756,False,1,
Co,I,4574.9406,0.9227,-4.1,VALD3,,7.6,-6.21,-7.748,0.086,False,3,
Cr,I,4575.1071,3.3694,-0.97,VALD3,,7.18,-6.07,-7.7,0.39,False,3,
Ti,I,4575.5101,2.4953,-1.397,VALD3,,7.86,-4.88,-7.56,0.093,False,3,
Ca,I,4575.7022,4.43,-1.331,VALD3,,7.9,-4.49,-7.15,0.075,True,2,
Fe,I,4575.7795,3.3014,-2.917,VALD3,,7.01,-6.16,-7.82,0.456,True,1,
Fe,I,4575.8165,3.8816,-3.721,VALD3,,8.0,-4.69,-7.52,0.042,True,1,
Fe,I,4576.2922,4.652,-3.375,VALD3,,8.19,-3.98,-7.25,0.014,True,1,
Fe,II,4576.3329,2.8441,-2.92,VALD3,,8.56,-6.53,-7.875,0.515,True,1,
Ti,I,4576.4813,2.3341,-1.78,VALD3,,8.12,-5.97,-7.72,0.061,True,3,
Fe,I,4576.5193,3.6398,-2.653,VALD3,,7.54,-6.14,-7.81,0.408,True,1,
Cr,I,4576.7661,3.079,-1.869,VALD3,,7.46,-6.16,-7.8,0.168,False,3,
Ti,I,4577.0606,2.1603,-2.22,VALD3,,8.0,-5.99,-7.74,0.036,True,3,
Ca,I,4577.0792,5.0486,-0.97,VALD3,,8.3,-3.58,-6.98,0.04,True,2,
V,II,4577.128,2.2756,-2.181,VALD3,,8.26,-6.55,-7.85,0.034,True,3,
V,I,4577.174,0.0,-1.08,VALD3,,6.78,-6.15,-7.727,0.819,True,3,
V,I,4577.6436,2.1377,-1.557,VALD3,,7.5,-6.0,-7.77,0.017,False,3,
Mn,I,4578.0555,4.6395,-1.185,VALD3,,8.11,-5.98,-7.77,0.042,False,3,
Cr,I,4578.3168,3.8496,-0.86,VALD3,,7.64,-6.17,-7.8,0.221,False,3,
Ca,I,4578.551,2.5213,-0.697,VALD3,,7.726,-5.368,-7.192,0.792,False,2,
Fe,I,4578.7158,3.6864,-3.967,VALD3,,8.4,-5.11,-7.53,0.039,True,1,
V,I,4578.7276,1.9422,0.11,VALD3,,7.85,-6.09,-7.77,0.504,True,3,
Fe,I,4578.7324,4.5485,-2.747,VALD3,,8.44,-5.33,-7.39,0.071,True,1,
Fe,I,4579.0084,3.9841,-2.547,VALD3,,7.99,-4.77,-7.51,0.296,True,1,
Fe,I,4579.069,3.274,-4.18,VALD3,,8.07,-5.59,-7.77,0.064,True,1,
V,I,4579.1901,1.9496,-0.57,VALD3,,7.89,-6.08,-7.77,0.206,True,3,
Ti,I,4579.2821,3.3343,-1.399,VALD3,,8.2,-4.4,-7.32,0.012,True,3,
Fe,I,4579.3081,3.6946,-2.426,VALD3,,7.8,-6.09,-7.8,0.47,True,1,
Fe,I,4579.3301,2.8325,-2.953,VALD3,,7.98,-5.41,-7.54,0.619,True,1,
Co,I,4579.365,3.9515,-0.543,VALD3,,8.17,-5.31,-7.55,0.131,True,3,
Cr,I,4579.5882,3.8504,-1.925,VALD3,,7.64,-6.17,-7.8,0.026,True,3,
Fe,I,4579.6784,3.6416,-3.071,VALD3,,7.54,-6.14,-7.81,0.241,True,1,
Fe,I,4579.7984,2.2786,-5.2,VALD3,,6.39,-6.29,-7.82,0.076,True,1,
Fe,I,4579.82,3.0713,-2.83,VALD3,,7.65,-6.16,-7.794,0.576,True,1,
Cr,I,4580.0477,0.9414,-1.66,VALD3,,7.21,-6.16,-7.702,0.888,True,3,
Fe,II,4580.0531,2.5827,-3.904,VALD3,,8.49,-6.54,-7.895,0.288,True,1,
Co,I,4580.1402,0.9227,-3.07,VALD3,,7.12,-6.22,-7.748,0.469,True,3,
Fe,I,4580.3643,4.7331,-1.461,VALD3,,8.29,-3.62,-7.24,0.391,True,1,
V,I,4580.3967,0.017,-0.93,VALD3,,6.8,-6.15,-7.726,0.836,True,3,
Ti,II,4580.4365,1.2313,-2.69,VALD3,,8.16,-6.41,-7.85,0.47,True,3,
V,I,4580.4562,2.7666,-0.578,VALD3,,7.94,-5.35,-7.49,0.032,True,3,
Fe,I,4580.46,2.8316,-2.881,VALD3,,8.0,-5.85,-7.8,0.636,True,1,
Fe,I,4580.5767,3.6537,-2.09,VALD3,,8.24,-5.29,-7.263,0.587,True,1,
Fe,I,4580.5952,4.5585,-2.495,VALD3,,8.33,-3.62,-7.28,0.115,True,1,
Ni,I,4580.6057,3.6552,-2.002,VALD3,,8.28,-5.41,-7.56,0.211,True,2,
Ni,I,4580.6103,3.6552,-2.416,VALD3,,8.28,-5.41,-7.56,0.1,True,2,
Ni,I,4580.6145,3.6552,-3.274,VALD3,,8.28,-5.41,-7.56,0.016,True,2,
Fe,I,4580.672,2.9488,-4.417,VALD3,,7.77,-6.06,-7.81,0.082,True,1,
V,I,4580.8046,2.7231,-0.855,VALD3,,8.31,-4.74,-7.55,0.019,False,3,
Co,I,4580.952,3.9515,-1.594,VALD3,,8.16,-5.07,-7.53,0.014,True,3,
Cr,I,4581.0362,3.0869,-2.512,VALD3,,7.32,-6.16,-7.8,0.045,True,3,
Cr,I,4581.1048,3.0111,-2.38,VALD3,,7.35,-5.96,-7.78,0.071,True,3,
Ti,I,4581.1291,2.6766,-1.69,VALD3,,7.8,-5.27,-7.58,0.033,True,3,
Fe,I,4581.1936,4.607,-1.427,VALD3,,8.52,-4.41,-7.45,0.452,True,1,
V,I,4581.2247,1.8726,-1.41,VALD3,,7.73,-6.01,-7.77,0.046,True,3,
Co,I,4581.3771,3.133,-1.292,VALD3,,8.11,-5.41,-7.58,0.17,True,3,
Ca,I,4581.3949,2.523,-0.51,VALD3,,7.43,-4.54,-7.33,0.815,True,2,
Ni,I,4581.4166,3.5972,-2.154,VALD3,,7.98,-4.04,-7.5,0.183,True,2,
Ca,I,4581.4672,2.523,-1.415,VALD3,,7.43,-4.54,-7.33,0.675,True,2,
Fe,I,4581.5077,3.241,-1.83,VALD3,,7.85,-5.38,-7.173,0.738,True,1,
Co,I,4581.5134,3.7745,-0.445,VALD3,,8.11,-4.82,-7.5,0.217,True,3,
Co,I,4581.5955,2.9577,-0.092,VALD3,,8.11,-5.41,-7.58,0.649,True,3,
Mn,I,4581.8304,4.7125,-1.242,VALD3,,7.86,-6.08,-7.77,0.032,False,3,
Cr,I,4582.0022,3.4488,-2.344,VALD3,,8.02,-6.09,-7.78,0.027,True,3,
Sc,I,4582.0287,1.865,-1.134,VALD3,,7.95,-5.96,-7.73,0.016,True,3,
Cr,I,4582.1032,3.9659,-1.939,VALD3,,7.74,-6.2,-7.76,0.019,True,3,
Ti,I,4582.2609,2.4804,-2.039,VALD3,,8.11,-4.7,-7.55,0.024,True,3,
Fe,I,4582.2813,4.6076,-3.548,VALD3,,8.45,-4.41,-7.45,0.011,True,1,
Fe,I,4582.2895,4.58,-3.421,VALD3,,7.5,-3.98,-7.32,0.015,True,1,
Cr,I,4582.4134,4.1055,-0.96,VALD3,,7.95,-6.1,-7.75,0.112,False,3,
Cr,I,4582.5199,3.4348,-1.505,VALD3,,7.73,-6.19,-7.78,0.159,False,3,
Fe,II,4582.8296,2.8441,-3.09,VALD3,,8.47,-6.53,-7.883,0.462,True,1,
Ti,I,4582.9174,3.3508,-1.311,VALD3,,8.14,-4.3,-7.3,0.014,True,3,
Fe,I,4582.9424,2.845,-2.879,VALD3,,8.17,-5.75,-7.78,0.632,True,1,
Fe,I,4583.1279,4.3714,-2.204,VALD3,,8.18,-4.27,-7.3,0.264,False,1,
Ti,II,4583.4091,1.1649,-2.84,VALD3,,8.15,-6.59,-7.85,0.438,False,3,
Fe,I,4583.7193,3.111,-2.283,VALD3,,8.1,-6.09,-7.76,0.688,True,1,
V,I,4583.7787,1.9452,-0.729,VALD3,,7.85,-6.09,-7.77,0.156,True,3,
Fe,II,4583.8292,2.8067,-1.86,VALD3,,8.56,-6.53,-7.879,0.741,True,1,
Cr,I,4583.8985,3.0128,-1.6,VALD3,,7.35,-5.96,-7.646,0.292,True,3,
Fe,II,4583.9912,2.7043,-4.452,VALD3,,8.49,-6.54,-7.892,0.103,True,1,
Cr,I,4584.085,3.1216,-1.14,VALD3,,7.57,-5.68,-7.687,0.435,True,3,
Fe,I,4584.4022,3.6864,-4.16,VALD3,,8.39,-5.22,-7.54,0.025,False,1,
Fe,I,4584.5967,4.5485,-0.345,VALD3,,8.36,-4.35,-7.33,0.709,False,1,
Fe,I,4584.7159,3.6025,-1.766,VALD3,,8.3,-5.38,-7.54,0.67,True,1,
